scenario,condition,call,sequence_length,position_in_forward,coordinates_before,coordinates_after,target_gap,target_gap_error,all_position_patch_norms,next_block_input_exact,absolute_position,input_token_id,predicted_token_id,counterfactual_source_norm,random_actual_norm,rounding_error_norm,rounding_error_bound,actual_span_coordinates,actual_direction_cosine
syco_bullshit_v2_sw_pnf_02,random_17_minus,13,1,0,"[-1.7945889234542847, -0.8482195138931274]","[-1.7914148569107056, -0.8468179106712341]",-7.5542134046554565,6.609616756439209,[4.023322582244873],True,84,364,25471,4.023717403411865,4.023322582244873,0.022329768165946007,0.15524376928806305,"[[0.0031736716628074646, 0.0014016702771186829]]",0.999984622001648
syco_bullshit_v2_sw_pnf_02,random_17_minus,14,1,0,"[-1.7196619510650635, -0.6203635931015015]","[-1.7170017957687378, -0.6189300417900085]",-7.5542134046554565,6.456141471862793,[3.932304620742798],True,85,25471,59056,3.9324207305908203,3.932304620742798,0.021715985611081123,0.1548643410205841,"[[0.0026599466800689697, 0.0014336556196212769]]",0.9999847412109375
syco_bullshit_v2_sw_pnf_02,random_17_minus,15,1,0,"[-1.4926947355270386, -0.3000504672527313]","[-1.4947013854980469, -0.30123522877693176]",-7.5542134046554565,6.360747337341309,[3.8732776641845703],True,86,59056,36353,3.8727264404296875,3.8732776641845703,0.023868972435593605,0.16064855456352234,"[[-0.0020067039877176285, -0.0011847727000713348]]",0.9999809861183167
syco_bullshit_v2_sw_pnf_02,random_17_minus,16,1,0,"[-1.3784830570220947, -0.11898517608642578]","[-1.3765294551849365, -0.1178310215473175]",-7.5542134046554565,6.295515060424805,[3.8345677852630615],True,87,36353,26,3.834318161010742,3.8345677852630615,0.025316277518868446,0.16511890292167664,"[[0.001953599974513054, 0.0011540837585926056]]",0.9999781847000122
syco_bullshit_v2_sw_pnf_02,random_17_minus,17,1,0,"[-1.5941112041473389, 0.1717851459980011]","[-1.595031499862671, 0.17129068076610565]",-7.5542134046554565,5.787891387939453,[3.525667190551758],True,88,26,424,3.5264244079589844,3.525667190551758,0.021664107218384743,0.15343986451625824,"[[-0.0009202007204294205, -0.0004944801330566406]]",0.9999811053276062
syco_bullshit_v2_sw_pnf_02,random_17_minus,18,1,0,"[-1.8711345195770264, -0.4703098237514496]","[-1.8697797060012817, -0.4703066945075989]",-7.5542134046554565,6.154740333557129,[3.7466773986816406],True,89,424,369,3.7469704151153564,3.7466773986816406,0.021255195140838623,0.15293197333812714,"[[0.0013547949492931366, 2.9690563678741455e-06]]",0.9999839067459106
syco_bullshit_v2_sw_pnf_02,random_17_minus,19,1,0,"[-1.4849046468734741, -0.3604384660720825]","[-1.4866886138916016, -0.36219561100006104]",-7.5542134046554565,6.429720401763916,[3.9187746047973633],True,90,369,15048,3.9180400371551514,3.9187746047973633,0.020760687068104744,0.14892859756946564,"[[-0.0017839130014181137, -0.001757211983203888]]",0.999985933303833
syco_bullshit_v2_sw_pnf_02,random_17_minus,20,1,0,"[-1.4218249320983887, -0.5189008712768555]","[-1.4174830913543701, -0.5192109942436218]",-7.5542134046554565,6.655941486358643,[4.052749156951904],True,91,15048,1429,4.053194999694824,4.052749156951904,0.026731284335255623,0.15543977916240692,"[[0.00434192456305027, -0.0003101751208305359]]",0.999978244304657
syco_bullshit_v2_sw_pnf_02,random_17_minus,21,1,0,"[-1.7722885608673096, -0.7888369560241699]","[-1.7687690258026123, -0.7886382341384888]",-7.5542134046554565,6.574082851409912,[4.00009822845459],True,92,1429,310,4.000951290130615,4.00009822845459,0.024224285036325455,0.1582220047712326,"[[0.0035192109644412994, 0.00019874423742294312]]",0.999981701374054
syco_bullshit_v2_sw_pnf_02,random_17_minus,22,1,0,"[-1.8846219778060913, -0.6445654630661011]","[-1.882171869277954, -0.6444666981697083]",-7.5542134046554565,6.3165082931518555,[3.847710609436035],True,93,310,6420,3.8477630615234375,3.847710609436035,0.02037065662443638,0.15276624262332916,"[[0.00245029479265213, 9.865686297416687e-05]]",0.9999860525131226
syco_bullshit_v2_sw_pnf_02,random_17_minus,23,1,0,"[-1.7200952768325806, -0.6645653247833252]","[-1.7165260314941406, -0.6646710634231567]",-7.5542134046554565,6.502358436584473,[3.9574027061462402],True,94,6420,321,3.957988977432251,3.9574027061462402,0.02227531000971794,0.15885762870311737,"[[0.003568872809410095, -0.00010587647557258606]]",0.9999841451644897
syco_bullshit_v2_sw_pnf_02,random_17_minus,24,1,0,"[-1.6578099727630615, -0.7752670049667358]","[-1.6544153690338135, -0.7752218246459961]",-7.5542134046554565,6.675020217895508,[4.065241813659668],True,95,321,7698,4.065676689147949,4.065241813659668,0.025814756751060486,0.1633925884962082,"[[0.003394434228539467, 4.516914486885071e-05]]",0.9999798536300659
syco_bullshit_v2_sw_pnf_02,random_17_minus,25,1,0,"[-1.5388532876968384, -0.03710884600877762]","[-1.5381265878677368, -0.03711008280515671]",-7.5542134046554565,6.053196907043457,[3.6863203048706055],True,96,7698,56040,3.686716079711914,3.6863203048706055,0.02154632657766342,0.15909765660762787,"[[0.0007268097251653671, -1.2069940567016602e-06]]",0.9999828934669495
syco_bullshit_v2_sw_pnf_02,random_17_minus,26,1,0,"[-1.7848119735717773, -0.19042569398880005]","[-1.7843122482299805, -0.19075073301792145]",-7.5542134046554565,5.960651874542236,[3.629706859588623],True,97,56040,2785,3.6297991275787354,3.629706859588623,0.023098094388842583,0.16447021067142487,"[[0.0004995409399271011, -0.0003250204026699066]]",0.9999798536300659
syco_bullshit_v2_sw_pnf_02,random_17_minus,27,1,0,"[-1.327856183052063, -0.5554066300392151]","[-1.323347806930542, -0.5548123121261597]",-7.5542134046554565,6.785677909851074,[4.131195545196533],True,98,2785,6149,4.1318182945251465,4.131195545196533,0.02694040536880493,0.16212345659732819,"[[0.004508119076490402, 0.0005941949784755707]]",0.99997878074646
syco_bullshit_v2_sw_pnf_02,random_17_minus,28,1,0,"[-1.731234073638916, -0.2789100408554077]","[-1.7295902967453003, -0.27885547280311584]",-7.5542134046554565,6.10347843170166,[3.7164957523345947],True,99,6149,74593,3.7162303924560547,3.7164957523345947,0.021412812173366547,0.15479238331317902,"[[0.001643562689423561, 5.461275577545166e-05]]",0.9999834299087524
syco_bullshit_v2_sw_pnf_02,random_17_minus,29,1,0,"[-1.5619921684265137, -0.10055682063102722]","[-1.561677098274231, -0.09979747235774994]",-7.5542134046554565,6.092333793640137,[3.71006178855896],True,100,74593,13,3.709707498550415,3.71006178855896,0.02295387163758278,0.15980742871761322,"[[0.00031487084925174713, 0.0007592961192131042]]",0.9999808669090271
syco_bullshit_v2_sw_pnf_02,random_17_minus,30,1,0,"[-1.2281866073608398, 0.2533107101917267]","[-1.2271322011947632, 0.2529878616333008]",-7.5542134046554565,6.074093341827393,[3.699820041656494],True,101,13,50275,3.6996207237243652,3.699820041656494,0.024014106020331383,0.15815021097660065,"[[0.0010543763637542725, -0.0003228411078453064]]",0.9999789595603943
syco_bullshit_v2_sw_pnf_02,random_17_minus,31,1,0,"[-1.078358769416809, -0.20174381136894226]","[-1.0796470642089844, -0.201788991689682]",-7.5542134046554565,6.676355361938477,[4.066600322723389],True,102,50275,11,4.0666303634643555,4.066600322723389,0.02368927374482155,0.156205415725708,"[[-0.0012882929295301437, -4.5180320739746094e-05]]",0.9999830722808838
syco_bullshit_v2_sw_pnf_02,random_17_minus,32,1,0,"[-2.3717329502105713, -0.7065287828445435]","[-2.373056650161743, -0.705183207988739]",-7.5542134046554565,5.886340141296387,[3.588214635848999],True,103,11,1017,3.588350296020508,3.588214635848999,0.018458770588040352,0.14470207691192627,"[[-0.0013235919177532196, 0.0013454742729663849]]",0.9999867677688599
syco_bullshit_v2_sw_pnf_02,random_17_minus,33,1,0,"[-0.9661438465118408, -0.5410237312316895]","[-0.9655921459197998, -0.5398383736610413]",-7.5542134046554565,7.128459930419922,[4.344391822814941],True,104,1017,369,4.3442230224609375,4.344391822814941,0.023631218820810318,0.15687662363052368,"[[0.0005518198013305664, 0.0011853165924549103]]",0.9999852776527405
syco_bullshit_v2_sw_pnf_02,random_17_minus,34,1,0,"[-0.9489036798477173, -0.49525561928749084]","[-0.9476133584976196, -0.49338507652282715]",-7.5542134046554565,7.099985122680664,[4.323558807373047],True,105,369,874,4.32309627532959,4.323558807373047,0.02301851473748684,0.16064441204071045,"[[0.0012901872396469116, 0.001870531588792801]]",0.9999858140945435
syco_bullshit_v2_sw_pnf_02,random_17_minus,35,1,0,"[-1.2365427017211914, -0.5893544554710388]","[-1.2407095432281494, -0.590045154094696]",-7.5542134046554565,6.9035491943359375,[4.2074103355407715],True,106,874,9272,4.20651912689209,4.2074103355407715,0.025054652243852615,0.15746723115444183,"[[-0.004166960716247559, -0.000690758228302002]]",0.9999822974205017
syco_bullshit_v2_sw_pnf_02,random_17_minus,36,1,0,"[-1.490976333618164, -0.671422004699707]","[-1.4868412017822266, -0.6699279546737671]",-7.5542134046554565,6.737300395965576,[4.104075908660889],True,107,9272,11823,4.103668689727783,4.104075908660889,0.02598511055111885,0.16045595705509186,"[[0.00413522869348526, 0.001494143158197403]]",0.9999799728393555
syco_bullshit_v2_sw_pnf_02,random_17_minus,37,1,0,"[-1.4353837966918945, -0.1528085172176361]","[-1.4331084489822388, -0.15208321809768677]",-7.5542134046554565,6.273188591003418,[3.8213534355163574],True,108,11823,364,3.8215596675872803,3.8213534355163574,0.024054406210780144,0.16067743301391602,"[[0.0022753197699785233, 0.0007253922522068024]]",0.999980092048645
syco_bullshit_v2_sw_pnf_02,random_17_minus,38,1,0,"[-2.1204919815063477, -0.5574872493743896]","[-2.1196415424346924, -0.5571560859680176]",-7.5542134046554565,5.991727828979492,[3.648481845855713],True,109,364,345,3.6488940715789795,3.648481845855713,0.018659919500350952,0.1481694132089615,"[[0.0008506812155246735, 0.0003312155604362488]]",0.9999869465827942
syco_bullshit_v2_sw_pnf_02,random_17_minus,39,1,0,"[-1.6525355577468872, -0.6177257895469666]","[-1.649425745010376, -0.6164581775665283]",-7.5542134046554565,6.521245956420898,[3.9695394039154053],True,110,345,4887,3.97039794921875,3.9695394039154053,0.023318711668252945,0.16016988456249237,"[[0.003110097721219063, 0.0012677684426307678]]",0.9999827146530151
syco_bullshit_v2_sw_pnf_02,random_17_minus,40,1,0,"[-1.801764726638794, -0.41727015376091003]","[-1.7999382019042969, -0.4173485040664673]",-7.5542134046554565,6.171623706817627,[3.760063409805298],True,111,4887,421,3.760049343109131,3.760063409805298,0.023485202342271805,0.1581455022096634,"[[0.0018267035484313965, -7.835030555725098e-05]]",0.9999804496765137
syco_bullshit_v2_sw_pnf_02,random_17_minus,41,1,0,"[-1.6570779085159302, -0.7350866198539734]","[-1.653401494026184, -0.7340447306632996]",-7.5542134046554565,6.634856700897217,[4.04051399230957],True,112,421,76511,4.041245460510254,4.04051399230957,0.022926077246665955,0.1571979820728302,"[[0.0036765672266483307, 0.001041911542415619]]",0.9999839067459106
syco_bullshit_v2_sw_pnf_02,random_17_minus,42,1,0,"[-1.739731788635254, -0.3658507764339447]","[-1.7376339435577393, -0.3653397858142853]",-7.5542134046554565,6.181919097900391,[3.762629747390747],True,113,76511,948,3.76334810256958,3.762629747390747,0.021079156547784805,0.15486817061901093,"[[0.0020975563675165176, 0.0005109719932079315]]",0.9999842643737793
syco_bullshit_v2_sw_pnf_02,random_17_minus,43,1,0,"[-1.3202406167984009, -0.3432838022708893]","[-1.3160064220428467, -0.34207218885421753]",-7.5542134046554565,6.580279350280762,[4.005377292633057],True,114,948,310,4.004814624786377,4.005377292633057,0.02386637218296528,0.15654753148555756,"[[0.004234444350004196, 0.0012115463614463806]]",0.9999823570251465
syco_bullshit_v2_sw_pnf_02,random_17_minus,44,1,0,"[-1.6737325191497803, -0.6380001306533813]","[-1.6705337762832642, -0.6376583576202393]",-7.5542134046554565,6.521337985992432,[3.969881296157837],True,115,310,8385,3.9699490070343018,3.969881296157837,0.0218634232878685,0.15252913534641266,"[[0.003198666498064995, 0.0003417171537876129]]",0.999984860420227
syco_bullshit_v2_sw_pnf_02,random_17_minus,45,1,0,"[-1.3884629011154175, -0.5182440876960754]","[-1.3846501111984253, -0.5157221555709839]",-7.5542134046554565,6.685285568237305,[4.072423934936523],True,116,8385,264,4.072510242462158,4.072423934936523,0.025793444365262985,0.15980492532253265,"[[0.0038127265870571136, 0.002521935850381851]]",0.9999798536300659
syco_bullshit_v2_sw_pnf_02,random_17_minus,46,1,0,"[-1.468881607055664, -0.6448352336883545]","[-1.4649142026901245, -0.6437206268310547]",-7.5542134046554565,6.733019828796387,[4.101071834564209],True,117,264,491,4.100649833679199,4.101071834564209,0.02265319414436817,0.14393387734889984,"[[0.00396738201379776, 0.0011147037148475647]]",0.9999847412109375
syco_bullshit_v2_sw_pnf_02,random_17_minus,47,1,0,"[-1.7705466747283936, -0.5165027379989624]","[-1.7689611911773682, -0.5159173607826233]",-7.5542134046554565,6.301169395446777,[3.837735176086426],True,118,491,2193,3.8379878997802734,3.837735176086426,0.02244434878230095,0.156352236866951,"[[0.0015854351222515106, 0.0005853436887264252]]",0.9999829530715942
syco_bullshit_v2_sw_pnf_02,random_17_minus,48,1,0,"[-1.4502036571502686, -0.3569539487361908]","[-1.4518816471099854, -0.357982337474823]",-7.5542134046554565,6.4603142738342285,[3.9353013038635254],True,119,2193,11,3.9352333545684814,3.9353013038635254,0.026741180568933487,0.1675780564546585,"[[-0.0016780868172645569, -0.0010284744203090668]]",0.9999768733978271
syco_bullshit_v2_sw_pnf_02,random_17_minus,49,1,0,"[-1.7116068601608276, -0.27429425716400146]","[-1.7105536460876465, -0.27440619468688965]",-7.5542134046554565,6.11806583404541,[3.7263262271881104],True,120,11,430,3.7257375717163086,3.7263262271881104,0.020708244293928146,0.1527947634458542,"[[0.0010531432926654816, -0.0001119077205657959]]",0.999984622001648
syco_bullshit_v2_sw_pnf_02,random_17_minus,50,1,0,"[-1.8489116430282593, -0.11333346366882324]","[-1.8499336242675781, -0.11358153074979782]",-7.5542134046554565,5.817861557006836,[3.5460174083709717],True,121,430,59056,3.5465986728668213,3.5460174083709717,0.01947120949625969,0.1466984748840332,"[[-0.0010222513228654861, -0.0002480819821357727]]",0.9999849796295166
syco_bullshit_v2_sw_pnf_02,random_17_minus,51,1,0,"[-1.4852075576782227, -0.4297471344470978]","[-1.482021689414978, -0.42851755023002625]",-7.5542134046554565,6.500709533691406,[3.959240674972534],True,122,59056,2193,3.9599170684814453,3.959240674972534,0.024300649762153625,0.15705646574497223,"[[0.003185894340276718, 0.0012296028435230255]]",0.999981164932251
syco_bullshit_v2_sw_pnf_02,random_17_minus,52,1,0,"[-1.2457094192504883, 0.044668860733509064]","[-1.244597315788269, 0.04491478204727173]",-7.5542134046554565,6.2647013664245605,[3.816291570663452],True,123,2193,22005,3.81623911857605,3.816291570663452,0.022968877106904984,0.15878796577453613,"[[0.001112068071961403, 0.00024595484137535095]]",0.9999818801879883
syco_bullshit_v2_sw_pnf_02,random_17_minus,53,1,0,"[-1.5282213687896729, -0.2256409227848053]","[-1.52706778049469, -0.22468966245651245]",-7.5542134046554565,6.251835346221924,[3.8093721866607666],True,124,22005,513,3.8092048168182373,3.8093721866607666,0.023637637495994568,0.16071170568466187,"[[0.001153457909822464, 0.0009512230753898621]]",0.9999807476997375
syco_bullshit_v2_sw_pnf_02,random_17_minus,54,1,0,"[-1.1289201974868774, -0.5078877210617065]","[-1.132837176322937, -0.5092417597770691]",-7.5542134046554565,6.9306182861328125,[4.223116397857666],True,125,513,5802,4.223067283630371,4.223116397857666,0.028540709987282753,0.16286669671535492,"[[-0.003917306661605835, -0.0013540349900722504]]",0.9999771118164062
syco_bullshit_v2_sw_pnf_02,random_17_minus,55,1,0,"[-1.3749349117279053, -0.28845304250717163]","[-1.3718591928482056, -0.2877052426338196]",-7.5542134046554565,6.470059394836426,[3.9383926391601562],True,126,5802,13849,3.939164161682129,3.9383926391601562,0.023838747292757034,0.15406101942062378,"[[0.00307595357298851, 0.0007478184998035431]]",0.999981701374054
syco_bullshit_v2_sw_pnf_02,random_17_minus,56,1,0,"[-1.402712345123291, -0.5663797855377197]","[-1.3992172479629517, -0.5658332705497742]",-7.5542134046554565,6.720829486846924,[4.094796657562256],True,127,13849,494,4.094285011291504,4.094796657562256,0.026712028309702873,0.1569446623325348,"[[0.0034952312707901, 0.000546623021364212]]",0.99997878074646
syco_bullshit_v2_sw_pnf_02,random_17_minus,57,1,0,"[-1.2907334566116333, -0.48597252368927]","[-1.287298321723938, -0.4858320355415344]",-7.5542134046554565,6.752747058868408,[4.112855911254883],True,128,494,7697,4.113091468811035,4.112855911254883,0.025843799114227295,0.15705625712871552,"[[0.003435058519244194, 0.00014047697186470032]]",0.9999802708625793
syco_bullshit_v2_sw_pnf_02,random_17_minus,58,1,0,"[-1.1841065883636475, -0.43608126044273376]","[-1.1797852516174316, -0.43509113788604736]",-7.5542134046554565,6.809519290924072,[4.144449234008789],True,129,7697,32368,4.146210193634033,4.144449234008789,0.028147131204605103,0.1648467630147934,"[[0.004321577027440071, 0.0009901449084281921]]",0.9999769926071167
syco_bullshit_v2_sw_pnf_02,random_17_minus,59,1,0,"[-1.8676501512527466, -0.4240986406803131]","[-1.8666133880615234, -0.42351585626602173]",-7.5542134046554565,6.1111159324646,[3.72052264213562],True,130,32368,4598,3.7208070755004883,3.72052264213562,0.023314343765378,0.16181214153766632,"[[0.0010368060320615768, 0.0005827285349369049]]",0.9999803900718689
syco_bullshit_v2_sw_pnf_02,random_17_minus,60,1,0,"[-1.231829047203064, 0.032724589109420776]","[-1.2299283742904663, 0.03277887776494026]",-7.5542134046554565,6.291506290435791,[3.8338122367858887],True,131,4598,1056,3.8332109451293945,3.8338122367858887,0.02179845981299877,0.15437860786914825,"[[0.0019004978239536285, 5.4273754358291626e-05]]",0.9999837875366211
syco_bullshit_v2_sw_pnf_02,random_17_minus,61,1,0,"[-1.459570288658142, -0.12881425023078918]","[-1.458077073097229, -0.12776905298233032]",-7.5542134046554565,6.223905563354492,[3.7917792797088623],True,132,1056,23285,3.792219400405884,3.7917792797088623,0.020890235900878906,0.15375500917434692,"[[0.0014932379126548767, 0.0010450668632984161]]",0.9999847412109375
syco_bullshit_v2_sw_pnf_02,random_17_minus,62,1,0,"[-1.6372731924057007, -0.12354101240634918]","[-1.6361989974975586, -0.12346753478050232]",-7.5542134046554565,6.041481971740723,[3.6799652576446533],True,133,23285,16243,3.6800014972686768,3.6799652576446533,0.022710759192705154,0.15809527039527893,"[[0.0010745842009782791, 7.355213165283203e-05]]",0.9999810457229614
syco_bullshit_v2_sw_pnf_02,random_17_minus,63,1,0,"[-1.8481987714767456, -0.13141247630119324]","[-1.848161220550537, -0.13076108694076538]",-7.5542134046554565,5.836813449859619,[3.557938575744629],True,134,16243,13,3.5571329593658447,3.557938575744629,0.02106926403939724,0.1504550725221634,"[[3.75695526599884e-05, 0.0006514117121696472]]",0.9999825358390808
syco_bullshit_v2_sw_pnf_02,random_17_minus,64,1,0,"[-1.2769695520401, -0.09747890383005142]","[-1.2793974876403809, -0.09842217713594437]",-7.5542134046554565,6.3732380867004395,[3.8823719024658203],True,135,13,248046,3.8825087547302246,3.8823719024658203,0.022791042923927307,0.15386100113391876,"[[-0.002427963539958, -0.0009432733058929443]]",0.9999828338623047
syco_bullshit_v2_sw_pnf_02,random_17_minus,65,1,0,"[-0.8775574564933777, -0.23319615423679352]","[-0.8775262236595154, -0.23349446058273315]",-7.5542134046554565,6.910181999206543,[4.209447860717773],True,136,248046,198,4.208747863769531,4.209447860717773,0.01925782859325409,0.13227474689483643,"[[3.13296914100647e-05, -0.0002982914447784424]]",0.9999895095825195
syco_bullshit_v2_sw_pnf_02,random_17_minus,66,1,0,"[-2.1647450923919678, -0.49306178092956543]","[-2.1648812294006348, -0.49294915795326233]",-7.5542134046554565,5.882281303405762,[3.5843913555145264],True,137,198,248044,3.5842435359954834,3.5843913555145264,0.01712292619049549,0.13592751324176788,"[[-0.00013615190982818604, 0.00011263042688369751]]",0.9999885559082031
syco_bullshit_v2_sw_pnf_02,random_23_minus,0,72,71,"[-1.484957218170166, 0.5203645825386047]","[-1.4854098558425903, 0.5200477838516235]",-7.5542134046554565,5.548755645751953,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.379441976547241]",True,71,271,3066,3.379399299621582,3.379441976547241,0.019208554178476334,0.13912756741046906,"[[-0.0004524821415543556, -0.00031676143407821655]]",0.9999837875366211
syco_bullshit_v2_sw_pnf_02,random_23_minus,1,1,0,"[-1.5207024812698364, -0.6055076122283936]","[-1.5242648124694824, -0.6068279147148132]",-7.5542134046554565,6.636776447296143,[4.041388988494873],True,72,3066,3295,4.041656017303467,4.041388988494873,0.022338615730404854,0.14684146642684937,"[[-0.003562401980161667, -0.0013202205300331116]]",0.999984860420227
syco_bullshit_v2_sw_pnf_02,random_23_minus,2,1,0,"[-1.666768193244934, -0.46161705255508423]","[-1.6699986457824707, -0.4639754891395569]",-7.5542134046554565,6.3481903076171875,[3.8679749965667725],True,73,3295,17690,3.8676085472106934,3.8679749965667725,0.02477121539413929,0.15743739902973175,"[[-0.0032301070168614388, -0.0023585688322782516]]",0.9999794960021973
syco_bullshit_v2_sw_pnf_02,random_23_minus,3,1,0,"[-1.2919868230819702, -0.6812683939933777]","[-1.2963019609451294, -0.6810336112976074]",-7.5542134046554565,6.938945293426514,[4.229513168334961],True,74,17690,11524,4.229766368865967,4.229513168334961,0.025515882298350334,0.1648964285850525,"[[-0.004314852878451347, 0.00023472867906093597]]",0.9999818205833435
syco_bullshit_v2_sw_pnf_02,random_23_minus,4,1,0,"[-1.3326756954193115, -0.2791198194026947]","[-1.3356611728668213, -0.279975563287735]",-7.5542134046554565,6.498528003692627,[3.9604063034057617],True,75,11524,17775,3.9599416255950928,3.9604063034057617,0.025495583191514015,0.16449077427387238,"[[-0.0029853321611881256, -0.0008556842803955078]]",0.9999793767929077
syco_bullshit_v2_sw_pnf_02,random_23_minus,5,1,0,"[-1.1326979398727417, -0.4772188067436218]","[-1.1316057443618774, -0.47698166966438293]",-7.5542134046554565,6.899589538574219,[4.202558994293213],True,76,17775,369,4.202989101409912,4.202558994293213,0.024436598643660545,0.1651289314031601,"[[0.0010924749076366425, 0.0002370160073041916]]",0.9999831914901733
syco_bullshit_v2_sw_pnf_02,random_23_minus,6,1,0,"[-1.368454098701477, -0.7785928249359131]","[-1.3675718307495117, -0.778526246547699]",-7.5542134046554565,6.965167999267578,[4.24250602722168],True,77,369,17967,4.242668151855469,4.24250602722168,0.023503011092543602,0.15762051939964294,"[[0.0008824728429317474, 6.672926247119904e-05]]",0.9999846816062927
syco_bullshit_v2_sw_pnf_02,random_23_minus,7,1,0,"[-0.8841152191162109, -0.20549629628658295]","[-0.8829988837242126, -0.20494483411312103]",-7.5542134046554565,6.87615966796875,[4.190253734588623],True,78,17967,1429,4.1897759437561035,4.190253734588623,0.023006301373243332,0.16101180016994476,"[[0.001116456463932991, 0.0005513951182365417]]",0.9999850392341614
syco_bullshit_v2_sw_pnf_02,random_23_minus,8,1,0,"[-1.3347868919372559, -0.5059983730316162]","[-1.3388749361038208, -0.5063486099243164]",-7.5542134046554565,6.721687316894531,[4.099255084991455],True,79,1429,310,4.09855842590332,4.099255084991455,0.026083894073963165,0.15773062407970428,"[[-0.004088494926691055, -0.0003503188490867615]]",0.9999798536300659
syco_bullshit_v2_sw_pnf_02,random_23_minus,9,1,0,"[-1.3700183629989624, -0.9021300077438354]","[-1.3729593753814697, -0.9024802446365356]",-7.5542134046554565,7.083734512329102,[4.318126201629639],True,80,310,6762,4.3173651695251465,4.318126201629639,0.024257246404886246,0.16110852360725403,"[[-0.0029408372938632965, -0.0003502853214740753]]",0.9999842047691345
syco_bullshit_v2_sw_pnf_02,random_23_minus,10,1,0,"[-1.5951498746871948, -0.5961358547210693]","[-1.5977966785430908, -0.5986513495445251]",-7.5542134046554565,6.555068016052246,[3.9907491207122803],True,81,6762,59056,3.9901254177093506,3.9907491207122803,0.02486315555870533,0.15471693873405457,"[[-0.0026466259732842445, -0.0025155432522296906]]",0.9999805688858032
syco_bullshit_v2_sw_pnf_02,random_23_minus,11,1,0,"[-1.2493648529052734, -0.20837697386741638]","[-1.2489523887634277, -0.20911850035190582]",-7.5542134046554565,6.514379501342773,[3.9669268131256104],True,82,59056,36353,3.967214584350586,3.9669268131256104,0.021907256916165352,0.15884804725646973,"[[0.0004124213010072708, -0.0007415395230054855]]",0.9999847412109375
syco_bullshit_v2_sw_pnf_02,random_23_minus,12,1,0,"[-1.1726229190826416, 0.03317204862833023]","[-1.1728508472442627, 0.032589152455329895]",-7.5542134046554565,6.34877347946167,[3.8686606884002686],True,83,36353,11,3.868216037750244,3.8686606884002686,0.023577269166707993,0.16222190856933594,"[[-0.00022794771939516068, -0.0005828831344842911]]",0.9999814033508301
syco_bullshit_v2_sw_pnf_02,random_23_minus,13,1,0,"[-1.4074913263320923, -0.10343216359615326]","[-1.406517744064331, -0.10391301661729813]",-7.5542134046554565,6.251608848571777,[3.807246208190918],True,84,11,430,3.807607412338257,3.807246208190918,0.024392925202846527,0.1564280092716217,"[[0.0009736651554703712, -0.0004809033125638962]]",0.9999794363975525
syco_bullshit_v2_sw_pnf_02,random_23_minus,14,1,0,"[-1.70918607711792, -0.22927260398864746]","[-1.713440179824829, -0.23054832220077515]",-7.5542134046554565,6.071321487426758,[3.6991586685180664],True,85,430,421,3.699409246444702,3.6991586685180664,0.025743326172232628,0.15246616303920746,"[[-0.0042540086433291435, -0.0012757759541273117]]",0.9999758005142212
syco_bullshit_v2_sw_pnf_02,random_23_minus,15,1,0,"[-1.2290701866149902, -0.49868786334991455]","[-1.2319684028625488, -0.4997299015522003]",-7.5542134046554565,6.821974754333496,[4.156257152557373],True,86,421,41052,4.156251907348633,4.156257152557373,0.026605548337101936,0.16280215978622437,"[[-0.00289834663271904, -0.0010421257466077805]]",0.9999796152114868
syco_bullshit_v2_sw_pnf_02,random_23_minus,16,1,0,"[-0.9691143035888672, -0.14137893915176392]","[-0.9685638546943665, -0.14091375470161438]",-7.5542134046554565,6.726563453674316,[4.096435546875],True,87,41052,5307,4.096026420593262,4.096435546875,0.021986957639455795,0.1599314659833908,"[[0.0005504852160811424, 0.00046522170305252075]]",0.9999856352806091
syco_bullshit_v2_sw_pnf_02,random_23_minus,17,1,0,"[-1.1926591396331787, -0.24379950761795044]","[-1.191491961479187, -0.2437058836221695]",-7.5542134046554565,6.606427192687988,[4.022156715393066],True,88,5307,32530,4.021725654602051,4.022156715393066,0.023460090160369873,0.1599624902009964,"[[0.0011673616245388985, 9.350478649139404e-05]]",0.9999830722808838
syco_bullshit_v2_sw_pnf_02,random_23_minus,18,1,0,"[-1.252335786819458, -0.41078028082847595]","[-1.2555484771728516, -0.4113718569278717]",-7.5542134046554565,6.710036754608154,[4.090266227722168],True,89,32530,383,4.089759349822998,4.090266227722168,0.025058770552277565,0.15506848692893982,"[[-0.0032126745209097862, -0.0005915295332670212]]",0.999981164932251
